name	chr	start	end	count	sum	min	max	mean	median	std	avg_exon_mappabbility	link
anchTM_000001603488	chrX	134006889	134009566	2	0.0	0.0	0.0	0.0	0.0	0.0	0.7869120954313543	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A134006889-134009566
anchTM_000001606021	chrX	137421917	137429071	2	0.0	0.0	0.0	0.0	0.0	0.0	0.9889277772770988	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A137421917-137429071
anchTM_000001594516	chrX	102724744	102724862	1	0.0	0.0	0.0	0.0	0.0		0.9396186440677966	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A102724744-102724862
anchTM_000001603554	chrX	134179125	134179174	1	0.0	0.0	0.0	0.0	0.0		1.0	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A134179125-134179174
anchTM_000001564082	chrX	9444534	9444690	1	0.0	0.0	0.0	0.0	0.0		1.0	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A9444534-9444690
anchTM_000001606019	chrX	137425189	137425276	1	0.0	0.0	0.0	0.0	0.0		1.0	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A137425189-137425276
anchTM_000001584213	chrX	69128478	69129857	2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A69128478-69129857
anchTM_000001584214	chrX	69128495	69136159	3	0.0	0.0	0.0	0.0	0.0	0.0	0.992781982121167	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A69128495-69136159
anchTM_000001594643	chrX	103051228	103051298	1	0.0	0.0	0.0	0.0	0.0		0.8570714294910431	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A103051228-103051298
anchTM_000001564084	chrX	9444534	9444700	1	0.0	0.0	0.0	0.0	0.0		1.0	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A9444534-9444700
anchTM_000001563223	chrX	3806687	3806932	1	0.0	0.0	0.0	0.0	0.0		0.9451020403784148	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A3806687-3806932
anchTM_000001594066	chrX	102141910	102142030	1	0.0	0.0	0.0	0.0	0.0		0.6093666665566464	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A102141910-102142030
anchTM_000001594065	chrX	102141899	102142030	1	0.0	0.0	0.0	0.0	0.0		0.5645572517835001	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A102141899-102142030
anchTM_000001570880	chrX	37621272	37621524	1	0.0	0.0	0.0	0.0	0.0		1.0	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A37621272-37621524
anchTM_000001564069	chrX	9340890	9341084	1	0.0	0.0	0.0	0.0	0.0		1.0	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A9340890-9341084
anchTM_000001570875	chrX	37621272	37621527	1	0.0	0.0	0.0	0.0	0.0		1.0	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A37621272-37621527
anchTM_000001570873	chrX	37606499	37606569	1	0.0	0.0	0.0	0.0	0.0		1.0	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A37606499-37606569
anchTM_000001570843	chrX	37317326	37319534	2	0.0	0.0	0.0	0.0	0.0	0.0	0.8459733333190282	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A37317326-37319534
anchTM_000001594068	chrX	102141911	102142030	1	0.0	0.0	0.0	0.0	0.0		0.6144873948470384	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A102141911-102142030
anchTM_000001563221	chrX	3757903	3806932	2	0.0	0.0	0.0	0.0	0.0	0.0	0.9884930873796138	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A3757903-3806932
anchTM_000001563182	chrX	3406530	3466825	7	0.0	0.0	0.0	0.0	0.0	0.0	0.9268723192711661	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A3406530-3466825
anchTM_000001563183	chrX	3520316	3520490	1	0.0	0.0	0.0	0.0	0.0		0.6620977013318361	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A3520316-3520490
anchTM_000001563184	chrX	3469149	3469286	1	0.0	0.0	0.0	0.0	0.0		0.8312335762664349	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A3469149-3469286
anchTM_000001563219	chrX	3742278	3743914	2	0.0	0.0	0.0	0.0	0.0	0.0	0.8989294517329274	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A3742278-3743914
anchTM_000001579636	chrX	52355933	52356108	1	0.0	0.0	0.0	0.0	0.0		0.9370685723849704	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A52355933-52356108
anchTM_000001579639	chrX	52355959	52356108	1	0.0	0.0	0.0	0.0	0.0		0.9260872494454352	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A52355959-52356108
anchTM_000001579751	chrX	52462611	52462723	1	0.0	0.0	0.0	0.0	0.0		0.7049821427956756	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A52462611-52462723
anchTM_000001579752	chrX	52462611	52462723	1	0.0	0.0	0.0	0.0	0.0		0.7049821427956756	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A52462611-52462723
anchTM_000001579629	chrX	52232738	52259362	3	0.0	0.0	0.0	0.0	0.0	0.0	0.9243974132744759	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A52232738-52259362
anchTM_000001570061	chrX	30139627	30214111	4	0.0	0.0	0.0	0.0	0.0	0.0	1.0	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A30139627-30214111
anchTM_000001570059	chrX	30119261	30214111	4	0.0	0.0	0.0	0.0	0.0	0.0	0.9989960160388415	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A30119261-30214111
anchTM_000001570058	chrX	30121229	30183661	3	0.0	0.0	0.0	0.0	0.0	0.0	1.0	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A30121229-30183661
anchTM_000001584229	chrX	69128867	69129394	2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A69128867-69129394
anchTM_000001606557	chrX	145729493	145729733	1	0.0	0.0	0.0	0.0	0.0		1.0	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A145729493-145729733
anchTM_000001607477	chrX	149964103	149964273	1	0.0	0.0	0.0	0.0	0.0		0.8529823524110457	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A149964103-149964273
anchTM_000001569866	chrX	25003266	25003349	1	0.0	0.0	0.0	0.0	0.0		1.0	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A25003266-25003349
anchTM_000001565066	chrX	13308568	13308637	1	0.0	0.0	0.0	0.0	0.0		0.8201014485912047	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A13308568-13308637
anchTM_000001565065	chrX	13308568	13308637	1	0.0	0.0	0.0	0.0	0.0		0.8201014485912047	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A13308568-13308637
anchTM_000001565046	chrX	13308568	13308637	1	0.0	0.0	0.0	0.0	0.0		0.8201014485912047	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A13308568-13308637
anchTM_000001565042	chrX	13300168	13300271	1	0.0	0.0	0.0	0.0	0.0		0.6240970881890904	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A13300168-13300271
anchTM_000001584228	chrX	69128866	69129394	2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A69128866-69129394
anchTM_000001584160	chrX	69084179	69084487	2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A69084179-69084487
anchTM_000001607466	chrX	150128704	150128761	1	0.0	0.0	0.0	0.0	0.0		0.7960701752127263	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A150128704-150128761
anchTM_000001588474	chrX	74117909	74117973	1	0.0	0.0	0.0	0.0	0.0		1.0	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A74117909-74117973
anchTM_000001588473	chrX	74079137	74079273	1	0.0	0.0	0.0	0.0	0.0		0.9889705882352942	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A74079137-74079273
anchTM_000001588466	chrX	74079137	74079217	1	0.0	0.0	0.0	0.0	0.0		0.98125	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A74079137-74079217
anchTM_000001606577	chrX	146327472	146398254	3	0.0	0.0	0.0	0.0	0.0	0.0	0.9137549026339662	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A146327472-146398254
anchTM_000001586379	chrX	72190609	72190771	1	0.0	0.0	0.0	0.0	0.0		0.5151481475267146	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A72190609-72190771
anchTM_000001569852	chrX	24649161	24649244	1	0.0	0.0	0.0	0.0	0.0		1.0	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A24649161-24649244
anchTM_000001586141	chrX	72190609	72190771	1	0.0	0.0	0.0	0.0	0.0		0.5151481475267146	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A72190609-72190771
anchTM_000001584227	chrX	69128828	69136159	3	0.0	0.0	0.0	0.0	0.0	0.0	0.992781982121167	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A69128828-69136159
anchTM_000001590646	chrX	81421419	81423514	2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A81421419-81423514
anchTM_000001590643	chrX	81362085	81423514	3	0.0	0.0	0.0	0.0	0.0	0.0	1.0	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A81362085-81423514
anchTM_000001590294	chrX	80513720	80513825	1	0.0	0.0	0.0	0.0	0.0		0.661542856586831	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A80513720-80513825
anchTM_000001590129	chrX	78532140	78603257	3	0.0	0.0	0.0	0.0	0.0	0.0	1.0	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A78532140-78603257
anchTM_000001606550	chrX	145674204	145674380	1	0.0	0.0	0.0	0.0	0.0		1.0	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A145674204-145674380
anchTM_000001606552	chrX	145674204	145674380	1	0.0	0.0	0.0	0.0	0.0		1.0	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A145674204-145674380
anchTM_000001589447	chrX	76963204	76963405	1	0.0	0.0	0.0	0.0	0.0		0.6664875617704877	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A76963204-76963405
anchTM_000001589445	chrX	76931835	76931979	1	0.0	0.0	0.0	0.0	0.0		0.9097083335121472	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A76931835-76931979
anchTM_000001590650	chrX	81492551	81492586	1	0.0	0.0	0.0	0.0	0.0		1.0	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A81492551-81492586
anchTM_000001606719	chrX	148087110	148091694	2	0.0	0.0	0.0	0.0	0.0	0.0	0.9119999996373351	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A148087110-148091694
anchTM_000001606571	chrX	145843635	145843832	1	0.0	0.0	0.0	0.0	0.0		1.0	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A145843635-145843832
anchTM_000001605723	chrX	137014917	137015022	1	0.0	0.0	0.0	0.0	0.0		0.963095238095238	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A137014917-137015022
anchTM_000001584647	chrX	70165251	70165313	1	0.0	0.0	0.0	0.0	0.0		1.0	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A70165251-70165313
anchTM_000001582081	chrX	55981688	55981892	1	0.0	0.0	0.0	0.0	0.0		1.0	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A55981688-55981892
anchTM_000001582084	chrX	56169349	56169485	1	0.0	0.0	0.0	0.0	0.0		0.7911249990848934	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A56169349-56169485
anchTM_000001584317	chrX	70088688	70090816	2	0.0	0.0	0.0	0.0	0.0	0.0	0.9949785409567182	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A70088688-70090816
anchTM_000001584272	chrX	69171954	69172090	1	0.0	0.0	0.0	0.0	0.0		0.9853088233400794	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A69171954-69172090
anchTM_000001584316	chrX	70088688	70090818	2	0.0	0.0	0.0	0.0	0.0	0.0	0.9950212767783633	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A70088688-70090818
anchTM_000001584315	chrX	70088688	70088824	1	0.0	0.0	0.0	0.0	0.0		1.0	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A70088688-70088824
anchTM_000001584313	chrX	70090583	70090818	1	0.0	0.0	0.0	0.0	0.0		0.9900425535567264	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A70090583-70090818
anchTM_000001606573	chrX	145843686	145843832	1	0.0	0.0	0.0	0.0	0.0		1.0	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A145843686-145843832
anchTM_000001582179	chrX	56190725	56190867	1	0.0	0.0	0.0	0.0	0.0		0.8168732397992846	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A56190725-56190867
anchTM_000001582113	chrX	56190725	56190867	1	0.0	0.0	0.0	0.0	0.0		0.8168732397992846	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A56190725-56190867
anchTM_000001606727	chrX	148371530	148371708	1	0.0	0.0	0.0	0.0	0.0		0.9325842696629212	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A148371530-148371708
anchTM_000001606569	chrX	145843614	145843832	1	0.0	0.0	0.0	0.0	0.0		1.0	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A145843614-145843832
anchTM_000001585978	chrX	72072491	72072689	1	0.0	0.0	0.0	0.0	0.0		1.0	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A72072491-72072689
anchTM_000001606764	chrX	149457710	149457855	1	0.0	0.0	0.0	0.0	0.0		1.0	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A149457710-149457855
anchTM_000001581796	chrX	55633030	55636272	3	0.0	0.0	0.0	0.0	0.0	0.0	0.8047378166374214	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A55633030-55636272
anchTM_000001581797	chrX	55636196	55636296	1	0.0	0.0	0.0	0.0	0.0		0.9683899992704392	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A55636196-55636296
anchTM_000001581861	chrX	55840205	55840348	1	0.0	0.0	0.0	0.0	0.0		0.5328951052331424	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A55840205-55840348
anchTM_000001585887	chrX	71823562	71823733	1	0.0	0.0	0.0	0.0	0.0		0.7631169595695727	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A71823562-71823733
anchTM_000001564975	chrX	13154210	13156763	2	0.0	0.0	0.0	0.0	0.0	0.0	0.8384000382704453	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A13154210-13156763
anchTM_000001564972	chrX	13154210	13156771	2	0.0	0.0	0.0	0.0	0.0	0.0	0.8395267214088145	https://gwips.ucc.ie/cgi-bin/hgTracks?db=hg38&position=chrX%3A13154210-13156771
